id,package,repo_url,sfp_id,modified,published,vul_version,summary,details,severity,references
GHSA-v666-6w97-pcwm,ckb,https://github.com/nervosnetwork/ckb,['Synchronization'],2021-08-02 21:55:20+00:00,2021-08-25T21:01:21Z,"[('0', '0.40.0')]","Miner fails to get block template when a cell used as a cell dep has been destroyed.
","### Impact

The RPC `get_block_template` fails when a cell has been used as a cell dep and an input in the different transactions.

Say cell C is used as a dep group in the transaction A, and is destroyed in the transaction B.

The node adds transaction A first, then B into the transaction pool. They are both valid. But when generating the block template, if the fee rate of B is higher, it comes before A, which will invalidate A. Currently the RPC `get_block_template` will fail instead of dropping A.

### Patch

First, the `get_block_template` should not fail but dropping the conflict transactions.

Then we can propose solution to this issue. Here is an example. When a transaction is added to the pool, the pool must consider it depending on all the transactions which dep cell (direct or indirect via dep group) has been destroyed in this transaction. Because future transactions using the destroyed cells as dep will be rejected, the spending transaction only need to wait for all the existing dep transactions on chain.

### Workaround

1. Submit transaction B when A is already on chain.
2. Let B depend on A explicitly, there are several solutions:
    * a. Add any output cell on A as a dep cell or input in B.
    * b. Merge A and B. CKB allows using the same cell as both dep and input in the same transaction.
3. Ensure the fee rate of B is less than A so A always has higher priority.

",nan,['https://github.com/nervosnetwork/ckb/security/advisories/GHSA-v666-6w97-pcwm']
RUSTSEC-2018-0004,claxon,https://github.com/ruuda/claxon,['Exception Management'],2021-10-19 22:14:35+00:00,2018-08-25T12:00:00Z,"[('0.0.0-0', '0.3.2'), ('0', '0.4.1')]","Uninitialized memory exposure in claxon
Malicious input could cause uninitialized memory to be exposed
","An issue was discovered in the claxon crate before 0.4.1 for Rust. Uninitialized memory can be exposed because certain decode buffer sizes are mishandled.
Affected versions of Claxon made an invalid assumption about the decode buffer
size being a multiple of a value read from the bitstream. This could cause parts
of the decode buffer to not be overwritten. If the decode buffer was newly
allocated and uninitialized, this uninitialized memory could be exposed.

This allows an attacker to observe parts of the uninitialized memory in the
decoded audio stream.

The flaw was corrected by checking that the value read from the bitstream divides
the decode buffer size, and returning a format error if it does not. If an error
is returned, the decode buffer is not exposed. Regression tests and an
additional fuzzer have been added to prevent similar flaws in the future.
",Medium,"['https://github.com/ruuda/claxon', 'https://rustsec.org/advisories/RUSTSEC-2018-0004.html', 'https://crates.io/crates/claxon', 'https://github.com/ruuda/claxon/commit/8f28ec275e412dd3af4f3cda460605512faf332c', 'https://nvd.nist.gov/vuln/detail/CVE-2018-20992']"
RUSTSEC-2021-0087,columnar,https://github.com/frankmcsherry/columnar.git,"['Memory Access', 'Exception Management']",2021-08-22 01:27:48+00:00,2021-01-07T12:00:00Z,"[('0.0.0-0', None), ('0', None)]","Use of Uninitialized Resource in columnar.
columnar: `Read` on uninitialized buffer may cause UB (ColumnarReadExt::read_typed_vec())
","An issue was discovered in the columnar crate through 2021-01-07 for Rust. ColumnarReadExt::read_typed_vec may read from uninitialized memory locations.
Affected versions of this crate passes an uninitialized buffer to a user-provided `Read` implementation (`ColumnarReadExt::read_typed_vec()`).

Arbitrary `Read` implementations can read from the uninitialized buffer (memory exposure) and also can return incorrect number of bytes written to the buffer.
Reading from uninitialized memory produces undefined values that can quickly invoke undefined behavior.
",Critical,"['https://crates.io/crates/columnar', 'https://github.com/frankmcsherry/columnar.git', 'https://raw.githubusercontent.com/rustsec/advisory-db/main/crates/columnar/RUSTSEC-2021-0087.md', 'https://rustsec.org/advisories/RUSTSEC-2021-0087.html', 'https://github.com/frankmcsherry/columnar/issues/6', 'https://nvd.nist.gov/vuln/detail/CVE-2021-45685']"
RUSTSEC-2019-0015,compact_arena,https://github.com/llogiq/compact_arena,"['Memory Access', 'Memory Management']",2021-10-19 22:14:35+00:00,2019-05-21T12:00:00Z,"[('0.0.0-0', '0.4.0'), ('0', '0.4.0')]","Out of bounds access in compact_arena
Flaw in generativity allows out-of-bounds access
","An issue was discovered in the compact_arena crate before 0.4.0 for Rust. Generativity is mishandled, leading to an out-of-bounds write or read.
Affected versions of this crate did not properly implement the generativity,
because the invariant lifetimes were not necessarily `drop`ped.

This allows an attacker to mix up two arenas, using indices created from one
arena with another one. This might lead to an out-of-bounds read or write
access into the memory reserved for the arena.

The flaw was corrected by implementing generativity correctly in version 0.4.0.
",Critical,"['https://rustsec.org/advisories/RUSTSEC-2019-0015.html', 'https://github.com/llogiq/compact_arena', 'https://crates.io/crates/compact_arena', 'https://nvd.nist.gov/vuln/detail/CVE-2019-16139', 'https://github.com/llogiq/compact_arena/issues/22']"
RUSTSEC-2021-0132,compu-brotli-sys,https://github.com/DoumanAsh/compu-brotli-sys,['Memory Management'],2021-12-21 22:27:44+00:00,2021-12-20T12:00:00Z,"[('0.0.0-0', '1.0.9')]","Integer overflow in the bundled Brotli C library
","A buffer overflow exists in the Brotli library versions prior to 1.0.8 where an attacker controlling the input length of a ""one-shot"" decompression request to a script can trigger a crash, which happens when copying over chunks of data larger than 2 GiB.

If one cannot update the C library, its authors recommend to use the ""streaming"" API as opposed to the ""one-shot"" API, and impose chunk size limits.
",nan,"['https://github.com/google/brotli/releases/tag/v1.0.9', 'https://crates.io/crates/compu-brotli-sys', 'https://rustsec.org/advisories/RUSTSEC-2021-0132.html']"
GHSA-xmr7-v725-2jjr,comrak,https://github.com/kivikakk/comrak,['Tainted Input'],2021-08-19 17:34:25+00:00,2021-08-25T20:52:12Z,"[('0', '0.9.1'), ('0.0.0-0', '0.9.1')]","XSS in `comrak`
XSS in comrak
","The [comrak](https://github.com/kivikakk/comrak) we were matching unsafe URL prefixes, such as `data:` or `javascript:` , in a case-sensitive manner. This meant prefixes like `Data:` were untouched.
An issue was discovered in the comrak crate before 0.9.1 for Rust. XSS can occur because the protection mechanism for data: and javascript: URIs is case-sensitive, allowing (for example) Data: to be used in an attack.
",Medium,"['https://crates.io/crates/comrak', 'https://rustsec.org/advisories/RUSTSEC-2021-0026.html', 'https://github.com/kivikakk/comrak', 'https://github.com/kivikakk/comrak/releases/tag/0.9.1', 'https://nvd.nist.gov/vuln/detail/CVE-2021-27671']"
RUSTSEC-2021-0063,comrak,https://github.com/kivikakk/comrak,['Tainted Input'],2021-11-06 20:37:35+00:00,2021-05-04T12:00:00Z,"[('0.0.0-0', '0.10.1'), ('0', '0.10.1')]","Cross-site Scripting in comrak
XSS in `comrak`
","An issue was discovered in the comrak crate before 0.10.1 for Rust. It mishandles & characters, leading to XSS via &# HTML entities.
[comrak](https://github.com/kivikakk/comrak) operates by default in a ""safe""
mode of operation where unsafe content, such as arbitrary raw HTML or URLs with
non-standard schemes, are not permitted in the output.  This is per the
reference GFM implementation, [cmark-gfm](https://github.com/github/cmark).

Ampersands were not being correctly escaped in link targets, making it possible
to fashion unsafe URLs using schemes like `data:` or `javascript:` by entering
them as HTML entities, e.g. `&#x64&#x61&#x74&#x61&#x3a`.  The intended
behaviour, demonstrated upstream, is that these should be escaped and therefore
harmless, but this behaviour was broken in comrak.
",Medium,"['https://nvd.nist.gov/vuln/detail/CVE-2021-38186', 'https://crates.io/crates/comrak', 'https://github.com/kivikakk/comrak/releases/tag/0.10.1', 'https://github.com/kivikakk/comrak', 'https://rustsec.org/advisories/RUSTSEC-2021-0063.html']"
RUSTSEC-2020-0092,concread,https://github.com/kanidm/concread,['Synchronization'],2021-10-19 22:14:35+00:00,2020-11-13T12:00:00Z,"[('0.0.0-0', '0.2.6'), ('0', '0.2.6')]","Data races in concread
Send/Sync bound needed on V in `impl Send/Sync for ARCache<K, V>`
","An issue was discovered in the concread crate before 0.2.6 for Rust. Attackers can cause an ARCache<K,V> data race by sending types that do not implement Send/Sync.
Affected versions of this crate unconditionally implemented `Send`/`Sync` traits for `ARCache<K, V>` type.

This allows users to send/access types that do not implement `Send`/`Sync`, which can cause a data race.

The flaw was corrected in the 0.2.6 release by adding bounds `K: Send + Sync` & `V: Send + Sync` to affected `Send`/`Sync` trait implementations.
",Medium,"['https://github.com/kanidm/concread/issues/48', 'https://github.com/kanidm/concread', 'https://crates.io/crates/concread', 'https://rustsec.org/advisories/RUSTSEC-2020-0092.html', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35928']"
GHSA-3jc5-5hc5-33gj,conquer-once,https://github.com/oliver-giersch/conquer-once.git,"['Memory Access', 'Synchronization', 'Memory Management']",2021-08-19 18:51:18+00:00,2021-08-25T20:50:49Z,"[('0.0.0-0', '0.3.2'), ('0', '0.3.2')]","conquer-once's OnceCell lacks Send bound for its Sync trait.
Data races in conquer-once
","Affected versions of `conquer-once` implements `Sync` for its `OnceCell` type
without restricting it to `Send`able types.

This allows non-`Send` but `Sync` types such as `MutexGuard` to be sent across
threads leading to undefined behavior and memory corruption in concurrent
programs.

The issue was fixed by adding a `Send` constraint to `OnceCell`.
An issue was discovered in the conquer-once crate before 0.3.2 for Rust. Thread crossing can occur for a non-Send but Sync type, leading to memory corruption.
",High,"['https://github.com/oliver-giersch/conquer-once', 'https://github.com/oliver-giersch/conquer-once/issues/3', 'https://crates.io/crates/conquer-once', 'https://nvd.nist.gov/vuln/detail/CVE-2020-36208', 'https://rustsec.org/advisories/RUSTSEC-2020-0101.html']"
RUSTSEC-2020-0117,conqueue,https://github.com/longshorej/conqueue,"['Memory Access', 'Synchronization', 'Memory Management']",2021-10-19 22:14:35+00:00,2020-11-24T12:00:00Z,"[('0.0.0-0', '0.4.0'), ('0', '0.4.0')]","Data race in conqueue
QueueSender<T>/QueueReceiver<T>: Send/Sync impls need `T: Send`
","Affected versions of this crate unconditionally implemented `Send`/`Sync` for `QueueSender<T>`,
allowing to send non-Send `T` to other threads by invoking `(&QueueSender<T>).send()`.

This fails to prevent users from creating data races by sending types like `Rc<T>` or `Arc<Cell<T>>` to other threads, which can lead to memory corruption.

The flaw was corrected in commit 1e462c3 by imposing `T: Send` to both `Send`/`Sync` impls for `QueueSender<T>`/`QueueReceiver<T>`.
Affected versions of this crate unconditionally implemented `Send`/`Sync` for `QueueSender<T>`,
allowing to send non-Send `T` to other threads by invoking `(&QueueSender<T>).send()`.

This fails to prevent users from creating data races by sending types like `Rc<T>` or `Arc<Cell<T>>` to other threads, which can lead to memory corruption.

The flaw was corrected in commit 1e462c3 by imposing `T: Send` to both `Send`/`Sync` impls for `QueueSender<T>`/`QueueReceiver<T>`.
",High,"['https://github.com/longshorej/conqueue/issues/9', 'https://rustsec.org/advisories/RUSTSEC-2020-0117.html', 'https://crates.io/crates/conqueue', 'https://github.com/longshorej/conqueue', 'https://nvd.nist.gov/vuln/detail/CVE-2020-36437']"
GHSA-cv7x-6rc6-pq5v,containers,https://github.com/strake/containers.rs,['Memory Management'],2021-08-19 18:40:39+00:00,2021-08-25T20:53:05Z,"[('0', '0.9.11'), ('0.0.0-0', '0.9.11')]","panic safety: double drop may happen within `util::{mutate, mutate2}`
Double free in containers
","Upon panic in a user-provided function `f`, `fn mutate()` & `fn mutate2` drops twice a same object.

Affected versions of this crate did not guard against double drop while temporarily duplicating an object's ownership with `ptr::read()`.

Dropping a same object can result in memory corruption.

The flaw was corrected in version ""0.9.11"" by fixing the code to abort upon panic.
An issue was discovered in the containers crate before 0.9.11 for Rust. When a panic occurs, a util::{mutate,mutate2} double drop can be performed.
",Critical,"['https://github.com/strake/containers.rs', 'https://nvd.nist.gov/vuln/detail/CVE-2021-25907', 'https://rustsec.org/advisories/RUSTSEC-2021-0010.html', 'https://crates.io/crates/containers', 'https://github.com/strake/containers.rs/issues/2']"
RUSTSEC-2020-0125,convec,https://github.com/krl/convec,"['Memory Access', 'Synchronization', 'Memory Management']",2021-10-19 22:14:35+00:00,2020-11-24T12:00:00Z,"[('0.0.0-0', None), ('0', None)]","Data races in convec
convec::ConVec<T> unconditionally implements Send/Sync
","Affected versions of this crate unconditionally implement Send/Sync for `ConVec<T>`.
This allows users to insert `T` that is not Send or not Sync.

This allows users to create data races by using non-Send types like `Arc<Cell<_>>` or `Rc<_>` as `T` in `ConVec<T>`. It is also possible to create data races by using types like `Cell<_>` or `RefCell<_>` as `T` (types that are `Send` but not `Sync`).
Such data races can lead to memory corruption.
Affected versions of this crate unconditionally implement Send/Sync for `ConVec<T>`.
This allows users to insert `T` that is not Send or not Sync.

This allows users to create data races by using non-Send types like `Arc<Cell<_>>` or `Rc<_>` as `T` in `ConVec<T>`. It is also possible to create data races by using types like `Cell<_>` or `RefCell<_>` as `T` (types that are `Send` but not `Sync`).
Such data races can lead to memory corruption.
",High,"['https://crates.io/crates/convec', 'https://nvd.nist.gov/vuln/detail/CVE-2020-36445', 'https://github.com/krl/convec', 'https://github.com/krl/convec/issues/2', 'https://rustsec.org/advisories/RUSTSEC-2020-0125.html']"
GHSA-vjrq-cg9x-rfjp,cookie,https://github.com/SergioBenitez/cookie-rs,['Tainted Input'],2021-08-19 21:25:22+00:00,2021-08-25T20:43:02Z,"[('0', '0.7.6'), ('0.6.0', '0.6.2')]","Large cookie Max-Age values can cause a denial of service
Improper Input Validation in cookie
","Affected versions of this crate use the `time` crate and the method
`Duration::seconds` to parse the `Max-Age` duration cookie setting. This method
will panic if the value is greater than 2^64/1000 and less than or equal to
2^64, which can result in denial of service for a client or server.

This flaw was corrected by explicitly checking for the `Max-Age` being in this
integer range and clamping the value to the maximum duration value.
An issue was discovered in the cookie crate before 0.7.6 for Rust. Large integers in the Max-Age of a cookie cause a panic.
",High,"['https://rustsec.org/advisories/RUSTSEC-2017-0005.html', 'https://github.com/alexcrichton/cookie-rs', 'https://crates.io/crates/cookie', 'https://nvd.nist.gov/vuln/detail/CVE-2017-18589', 'https://github.com/alexcrichton/cookie-rs/pull/86']"
GHSA-3r3g-g73x-g593,coreos-installer,https://github.com/coreos/coreos-installer,['Cryptography'],2022-03-15 00:15:58+00:00,2021-10-12T16:06:47Z,"[('0', '0.10.1')]","Improper Verification of Cryptographic Signature in coreos
","### Impact

coreos-installer fails to correctly verify GPG signatures when decompressing gzip-compressed artifacts.  This allows bypass of signature verification in cases where coreos-installer decompresses a downloaded OS image, allowing an attacker who can modify the OS image to compromise a newly-installed system.

Default installations from ISO or PXE media in Fedora CoreOS, RHEL CoreOS, and RHEL for Edge are **not** affected, as coreos-installer installs from an OS image shipped as part of the install media.

These flows are affected:

1.  Installing with `--image-file`, `--image-url`, or `coreos.inst.image_url`.  For example, if a user has a local mirror of installation images, an attacker could replace an image with a gzip-compressed alternative (even if the file extension is `.xz`).  The result:

    ```
    $ coreos-installer install --image-url http://localhost:8080/image.xz /dev/loop0
    Downloading image from http://localhost:8080/image.xz
    Downloading signature from http://localhost:8080/image.xz.sig
    > Read disk 749.9 MiB/749.9 MiB (100%)
    gpg: Signature made Mon 20 Sep 2021 02:41:50 PM EDT
    gpg: using RSA key 8C5BA6990BDB26E19F2A1A801161AE6945719A39
    gpg: BAD signature from ""Fedora (34) <fedora-34-primary@fedoraproject.org>"" [ultimate]
    Install complete.
    ```

    Notice that GPG reports a bad signature, but coreos-installer continues anyway.  Automation that relies on coreos-installer's exit status will not notice either.

2. `coreos-installer download --decompress --image-url`:

    ```
    $ coreos-installer download --decompress --image-url http://localhost:8080/image.xz
    > Read disk 749.9 MiB/749.9 MiB (100%)
    gpg: Signature made Mon 20 Sep 2021 02:41:50 PM EDT
    gpg: using RSA key 8C5BA6990BDB26E19F2A1A801161AE6945719A39
    gpg: BAD signature from ""Fedora (34) <fedora-34-primary@fedoraproject.org>"" [ultimate]
    ./image
    ```

    Again, coreos-installer reports success.

3. Installing with default parameters, when **not** installing from the image built into live ISO or PXE media, if the hosting service is compromised or if an active attacker gains control of the HTTPS response.

4. `coreos-installer download --decompress` if the hosting service is compromised or if an active attacker gains control of the HTTPS response.

### Patches

The vulnerability is [fixed](https://github.com/coreos/coreos-installer/pull/659) in coreos-installer 0.10.1.

### Workarounds

For `coreos-installer download`, do not use the `-d` or `--decompress` options.

For `coreos-installer install`, manually inspect the stderr output.  If `BAD signature` appears, do not boot from the target disk.  Note, however, that some OS services may have already accessed data on the compromised disk.

### References

For more information, see [PR 655](https://github.com/coreos/coreos-installer/pull/655).

### For more information

If you have any questions or comments about this advisory, [open an issue in coreos-installer](https://github.com/coreos/coreos-installer/issues/new/choose) or email the CoreOS [development mailing list](https://lists.fedoraproject.org/archives/list/coreos@lists.fedoraproject.org/).
",High,"['https://github.com/coreos/coreos-installer/pull/659/commits/ad243c6f0eff2835b2da56ca5f7f33af76253c89', 'https://github.com/coreos/coreos-installer', 'https://nvd.nist.gov/vuln/detail/CVE-2021-20319', 'https://bugzilla.redhat.com/show_bug.cgi?id=2011862', 'https://github.com/coreos/coreos-installer/pull/655', 'https://github.com/coreos/coreos-installer/security/advisories/GHSA-3r3g-g73x-g593']"
GHSA-862g-9h5m-m3qv,coreos-installer,https://github.com/coreos/coreos-installer,[],2021-11-04 17:11:09+00:00,2021-11-08T18:01:13Z,"[('0', '0.10.0')]","coreos-installer < 0.10.0 writes world-readable Ignition config to installed system
","### Impact
On systems installed with coreos-installer before 0.10.0, the user-provided Ignition config was written to `/boot/ignition/config.ign` with world-readable permissions, granting unprivileged users access to any secrets included in the config.

Default configurations of Fedora CoreOS and RHEL CoreOS do not include any unprivileged user accounts.  In addition, instances launched from a cloud image, and systems provisioned with the `ignition.config.url` kernel argument, do not use the `config.ign` file and are unaffected.

### Patches
coreos-installer 0.10.0 and later [writes](https://github.com/coreos/coreos-installer/pull/571) the Ignition config with restricted permissions.

### Workarounds

On Fedora CoreOS systems installed from version 34.20210711.3.0 (stable), 34.20210711.2.0 (testing), 34.20210711.1.1 (next) and later, the `/boot/ignition` directory and its contents are removed after provisioning is complete. All Fedora CoreOS systems that have updated to these versions or later have automatically removed the `/boot/ignition` directory and no action is required.

On other systems, `/boot/ignition/config.ign` can be removed manually, as it is not used after provisioning is complete:

```
sudo mount -o remount,rw /boot
sudo rm -rf /boot/ignition
```

### References
For more information, see https://github.com/coreos/fedora-coreos-tracker/issues/889.

### For more information
If you have any questions or comments about this advisory, [open an issue in coreos-installer](https://github.com/coreos/coreos-installer/issues/new/choose) or email the CoreOS [development mailing list](https://lists.fedoraproject.org/archives/list/coreos@lists.fedoraproject.org/).
",nan,"['https://github.com/coreos/coreos-installer/commit/2a36405339c87b16ed6c76e91ad5b76638fbdb0c', 'https://github.com/coreos/coreos-installer/', 'https://github.com/coreos/coreos-installer/security/advisories/GHSA-862g-9h5m-m3qv', 'https://github.com/coreos/coreos-installer/releases/tag/v0.10.0']"
RUSTSEC-2021-0099,cosmos_sdk,https://github.com/cosmos/cosmos-rust/tree/main/cosmrs,[],2021-08-25 14:54:10+00:00,2021-08-25T12:00:00Z,"[('0.0.0-0', None)]","Crate has been renamed to `cosmrs`
","The `cosmos_sdk` crate, which provides a basic Rust SDK for the Cosmos ecosystem,
has rebranded to “CosmRS” in the spirit of other projects like CosmJS and CosmWasm.

You can find the new home here:

https://github.com/cosmos/cosmos-rust/tree/main/cosmrs

The new crate name is `cosmrs`:

https://crates.io/crates/cosmrs
",nan,"['https://rustsec.org/advisories/RUSTSEC-2021-0099.html', 'https://github.com/cosmos/cosmos-rust/issues/113', 'https://crates.io/crates/cosmos_sdk']"
RUSTSEC-2021-0064,cpuid-bool,https://github.com/RustCrypto/utils/tree/master/cpufeatures,[],2021-05-06 23:45:32+00:00,2021-05-06T12:00:00Z,"[('0.0.0-0', None)]","`cpuid-bool` has been renamed to `cpufeatures`
","Please use the `cpufeatures`` crate going forward:

<https://github.com/RustCrypto/utils/tree/master/cpufeatures>

There will be no further releases of `cpuid-bool`.
",nan,"['https://crates.io/crates/cpuid-bool', 'https://github.com/RustCrypto/utils/pull/381', 'https://rustsec.org/advisories/RUSTSEC-2021-0064.html']"
GHSA-hpqh-2wqx-7qp5,cranelift-codegen,https://github.com/bytecodealliance/wasmtime,['Memory Access'],2022-04-26 18:11:37+00:00,2021-08-25T21:01:55Z,"[('0', '0.73.1')]","Memory access due to code generation flaw in Cranelift module
","There is a bug in 0.73.0 of the Cranelift x64 backend that can create a scenario that could result in a potential sandbox escape in a WebAssembly module.  Users of versions 0.73.0 of Cranelift should upgrade to either 0.73.1 or 0.74 to remediate this vulnerability.  Users of Cranelift prior to 0.73.0 should update to 0.73.1 or 0.74 if they were not using the old default backend.

### Description

This bug was introduced in the new backend on 2020-09-08 and first included in a release on 2020-09-30, but the new backend was not the default prior to 0.73.0. The recently-released version 0.73.0 with default settings, and prior versions with an explicit build flag to select the new backend, are vulnerable.  The bug in question performs a sign-extend instead of a zero-extend on a value loaded from the stack, under a specific set of circumstances.  If those circumstances occur, the bug could allow access to memory addresses up to 2GiB before the start of the heap allocated for the WebAssembly module.

If the heap bound is larger than 2GiB, then it would be possible to read memory from a computable range dependent on the size of the heap's bound.  

The impact of this bug is highly dependent on heap implementation; specifically:
* if the heap has bounds checks, and
* does not rely exclusively on guard pages, and 
* the heap bound is 2GiB or smaller 

then this bug cannot be used to reach memory from another WebAssembly module heap.

The impact of the vulnerability is mitigated if there is no memory mapped in the range accessible using this bug, for example, if there is a 2 GiB guard region before the WebAssembly module heap.

The bug in question performs a sign-extend instead of a zero-extend on a value loaded from the stack when the register allocator reloads a spilled integer value narrower than 64 bits. This interacts poorly with another optimization: the instruction selector elides a 32-to-64-bit zero-extend operator when we know that an instruction producing a 32-bit value actually zeros the upper 32 bits of its destination register. Hence, we rely on these zeroed bits, but the type of the value is still i32, and the spill/reload reconstitutes those bits as the sign extension of the i32’s MSB.

The issue would thus occur when:
* An i32 value is greater than or equal to 0x8000_0000;
* The value is spilled and reloaded by the register allocator due to high register pressure in the program between the value’s definition and its use;
* The value is produced by an instruction that we know to be ""special"" in that it zeroes the upper 32 bits of its destination: add, sub, mul, and, or;
* The value is then zero-extended to 64 bits;
* The resulting 64-bit value is used.

Under these circumstances there is a potential sandbox escape when the i32 value is a pointer. The usual code emitted for heap accesses zero-extends the WebAssembly heap address, adds it to a 64-bit heap base, and accesses the resulting address. If the zero-extend becomes a sign-extend, the module could reach backward and access memory up to 2GiB before the start of its heap.

This bug was identified by developers at Fastly following a report from Javier Cabrera Arteaga, KTH Royal Institute of Technology, with support from project Trustful of Stiftelsen för Strategisk Forskning.  In addition to supporting the analysis and remediation of this vulnerability, Fastly will publish a related Fastly Security Advisory at [https://www.fastly.com/security-advisories](https://www.fastly.com/security-advisories).

In addition to assessing the nature of the code generation bug in Cranelift, we have also determined that under specific circumstances, both Lucet and Wasmtime using this version of Cranelift may be exploitable.

### General Impact to Lucet

Lucet inherits the heap address computation and bounds-checks of Cranelift, which it uses as its backend code generator. Of particular importance specifically is the address-space layout used by Lucet. In the default configuration for Lucet, only a single module is running, and therefore it is not possible to access memory from another module.

By default, the open source implementation of Lucet uses a maximum heap size of 4 GiB, and an instance slot size of 8 GiB, when invoking an instance from the lucet-wasi command-line tool. These settings are within the range of vulnerability described above, but only a single instance is running, so there is no other instance to read. When embedding the runtime (for example, in a long-running daemon), the default for the heap size as described in the source is 1MB; with this setting, the runtime is not vulnerable.

Lucet allocates its WebAssembly module instances into ""instance slots"", which are contiguous zones of virtual address space that contain the VM context at the bottom, the WebAssembly heap in the next page after that, a guard region in the middle, and other data at the top: the stack and the globals.

If the instance slot size is less than (max heap) + 2GiB, then the lowest accessible address using the bug will overlap with the prior instance’s heap. If the size of VM context + stack + globals is greater than (4GiB - heap limit), then the highest accessible address using the bug will overlap with this critical data. If neither of these conditions are true, the bug should only result in an access to the prior instance’s guard region.

Generally, if the limit is between 2GiB and 4GiB - ~1MB (depending on stack/global size) and the instance slot size is less than 6GiB, the configuration is vulnerable. If the limit is greater than 4GiB - ~1MB, the configuration is vulnerable regardless of instance slot size. Otherwise, the configuration is not vulnerable.

### General Impact on Wasmtime

In Wasmtime, the same Cranelift heap address computations and heap types are used as above. The memory layout, however, is slightly different, with different outcomes:
* With the mmap implementation impact is mitigated probabilistically if ASLR is enabled.
* With the pooling allocator, the vulnerability only exists if a memory reservation size lower than the default of 6GB is used.

With the default mmap-based instance memory implementation, Wasmtime uses mmap() to allocate a block of memory large enough for the heap and guard region, as specified in its configuration. If the underlying OS implements ASLR (modern Linux, macOS and Windows do) then this address will be randomized, and the region below it will (probabilistically) be free. Hence, the bug is mitigated probabilistically in the default configuration if ASLR is enabled.

If using the pooling allocator, the vulnerability exists if instance memory size (`memory_reservation_size` in InstanceLimit) is strictly less than 6GiB (4 GiB + 2 GiB of guard pages). The default is 6GiB, so the vulnerability is masked in the default pooling allocator configuration.

",High,"['https://www.fastly.com/security-advisories/memory-access-due-to-code-generation-flaw-in-cranelift-module', 'https://github.com/bytecodealliance/wasmtime/tree/main/cranelift', 'https://crates.io/crates/cranelift-codegen', 'https://github.com/bytecodealliance/wasmtime/commit/95559c01aaa7c061088a433040f31e8291fb09d0', 'https://github.com/bytecodealliance/wasmtime/security/advisories/GHSA-hpqh-2wqx-7qp5', 'https://github.com/RustSec/advisory-db/blob/main/crates/cranelift-codegen/RUSTSEC-2021-0067.md', 'https://nvd.nist.gov/vuln/detail/CVE-2021-32629']"
RUSTSEC-2021-0067,cranelift-codegen,https://github.com/bytecodealliance/wasmtime,"['Memory Access', 'Other', 'Memory Management']",2021-10-19 22:14:35+00:00,2021-05-21T12:00:00Z,"[('0.0.0-0', '0.73.1')]","Memory access due to code generation flaw in Cranelift module
","There is a bug in 0.73.0 of the Cranelift x64 backend that can create a
scenario that could result in a potential sandbox escape in a WebAssembly
module. Users of versions 0.73.0 of Cranelift should upgrade to either 0.73.1
or 0.74 to remediate this vulnerability. Users of Cranelift prior to 0.73.0
should update to 0.73.1 or 0.74 if they were not using the old default backend.

More details can be found in the GitHub Security Advisory at:

<https://github.com/bytecodealliance/wasmtime/security/advisories/GHSA-hpqh-2wqx-7qp5>
",High,"['https://github.com/bytecodealliance/wasmtime/security/advisories/GHSA-hpqh-2wqx-7qp5', 'https://rustsec.org/advisories/RUSTSEC-2021-0067.html', 'https://crates.io/crates/cranelift-codegen']"
GHSA-m833-jv95-mfjh,crayon,https://github.com/shawnscode/crayon,['Synchronization'],2021-08-19 20:56:31+00:00,2021-08-25T20:48:50Z,"[('0.0.0-0', None), ('0', None)]","Misbehaving `HandleLike` implementation can lead to memory safety violation
Memory safety violation in crayon
","Unsafe code in `ObjectPool` has time-of-check to time-of-use (TOCTOU) bug that
can eventually lead to a memory safety violation. `ObjectPool` and `HandlePool`
implicitly assumes that `HandleLike` trait methods are pure, i.e., they always
return the same value. However, this assumption is unsound since `HandleLike`
is a safe, public trait that allows a custom implementation.
An issue was discovered in the crayon crate through 2020-08-31 for Rust. A TOCTOU issue has a resultant memory safety violation via HandleLike.
",High,"['https://github.com/shawnscode/crayon', 'https://crates.io/crates/crayon', 'https://nvd.nist.gov/vuln/detail/CVE-2020-35889', 'https://rustsec.org/advisories/RUSTSEC-2020-0037.html', 'https://github.com/shawnscode/crayon/issues/87']"
GHSA-c3cw-c387-pj65,crossbeam,https://github.com/crossbeam-rs/crossbeam,['Memory Management'],2021-08-19 21:24:34+00:00,2021-08-25T20:43:21Z,"[('0.4.0', '0.4.1'), ('0', '0.4.1')]","MsQueue and SegQueue suffer from double-free
Double free in crossbeam
","Even if an element is popped from a queue, crossbeam would run its
destructor inside the epoch-based garbage collector. This is a source
of double frees.

The flaw was corrected by wrapping elements inside queues in a
`ManuallyDrop`.

Thanks to @c0gent for reporting the issue.
An issue was discovered in the crossbeam crate before 0.4.1 for Rust. There is a double free because of destructor mishandling.
",Critical,"['https://github.com/crossbeam-rs/crossbeam-epoch', 'https://github.com/crossbeam-rs/crossbeam-epoch/issues/82', 'https://crates.io/crates/crossbeam', 'https://rustsec.org/advisories/RUSTSEC-2018-0009.html', 'https://nvd.nist.gov/vuln/detail/CVE-2018-20996']"
